629055019	20170219	201702	2017	2017.1342											BGD	BANGLADESH	BGD								1	042	042	04	1	1.9	6	1	6	-10.188679245283	0								4	Rajapur, Bangladesh (general), Bangladesh	BG	BG00	5771	23.5833	90.8167	-2732532	4	Rajapur, Bangladesh (general), Bangladesh	BG	BG00	5771	23.5833	90.8167	-2732532	20170219080000	http://www.clickittefaq.com/bcl-leader-in-jhalakathi-arrested-for-land-grab-attempt/
629055020	20170219	201702	2017	2017.1342											BHR	BAHRAIN	BHR								1	191	191	19	4	-9.5	10	1	10	6.30630630630631	0								4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20170219080000	http://www.bna.bh/portal/en/news/771318
629055021	20170219	201702	2017	2017.1342											BRA	RIO DE JANEIRO	BRA								1	042	042	04	1	1.9	7	1	7	-0.45662100456621	0								4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	4	Rio De Janeiro, Estado do Rio, Brazil	BR	BR21	9961	-22.9	-43.2333	-666610	20170219080000	https://oikotimes.com/2017/02/19/what-a-better-way-to-celebrate-carnival-with-eurovision-music/
629055022	20170219	201702	2017	2017.1342											BUS	ENTREPRENEUR						BUS			1	020	020	02	1	3.0	8	1	8	1.03359173126615	0								5	Leicestershire, Leicestershire, United Kingdom	UK	UKH5	40119	52.6649	-1.03489	-2600962	5	Leicestershire, Leicestershire, United Kingdom	UK	UKH5	40119	52.6649	-1.03489	-2600962	20170219080000	http://www.stamfordmercury.co.uk/news/rural-business-network-chooses-change-agents-uk-as-its-charity-of-the-year-1-7825483
629055023	20170219	201702	2017	2017.1342											BUS	COMPANY						BUS			0	025	025	02	1	-0.3	10	1	10	-0.709219858156024	0								0								0								20170219080000	http://www.lillienews.com/articles/2017/02/19/inver-grove-heights-moves-forward-new-zoning-amendment
629055024	20170219	201702	2017	2017.1342											BUS	COMPANY						BUS			1	036	036	03	1	4.0	5	1	5	1.29240710823909	0								4	Zoji La, Jammu and Kashmir, India	IN	IN12	72802	34.2833	75.4833	-2114959	4	Zoji La, Jammu and Kashmir, India	IN	IN12	72802	34.2833	75.4833	-2114959	20170219080000	http://daijiworld.com/news/newsDisplay.aspx?newsID=438981
629055025	20170219	201702	2017	2017.1342											BUS	PRODUCER						BUS			1	042	042	04	1	1.9	5	1	5	1.44927536231884	0								4	Mangaluru, Karnataka, India	IN	IN19	17685	12.8639	74.8353	-2103790	4	Mangaluru, Karnataka, India	IN	IN19	17685	12.8639	74.8353	-2103790	20170219080000	http://timesofindia.indiatimes.com/business/india-business/food-processing-sector-to-generate-9-million-jobs-by-2024-study/articleshow/57232475.cms
629055026	20170219	201702	2017	2017.1342											BUS	BANK						BUS			1	046	046	04	1	7.0	1	1	1	3.96039603960396	0								3	West Milton, Pennsylvania, United States	US	USPA		41.0201	-76.8716	1191072	3	West Milton, Pennsylvania, United States	US	USPA		41.0201	-76.8716	1191072	20170219080000	http://www.sungazette.com/news/business/2017/02/people-in-business-17/
629055027	20170219	201702	2017	2017.1342											BUS	BANK						BUS			1	046	046	04	1	7.0	1	1	1	3.96039603960396	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20170219080000	http://www.sungazette.com/news/business/2017/02/people-in-business-17/
629055028	20170219	201702	2017	2017.1342											BUS	BANK						BUS			1	050	050	05	1	3.5	2	1	2	3.96039603960396	0								3	West Milton, Pennsylvania, United States	US	USPA		41.0201	-76.8716	1191072	3	West Milton, Pennsylvania, United States	US	USPA		41.0201	-76.8716	1191072	20170219080000	http://www.sungazette.com/news/business/2017/02/people-in-business-17/
629055029	20170219	201702	2017	2017.1342											BUS	BANK						BUS			1	057	057	05	1	8.0	6	1	6	-3.55329949238579	0								4	Compostela, Cebu, Philippines	RP	RP21	24253	9.7864	123.373	-2422348	4	Compostela, Cebu, Philippines	RP	RP21	24253	9.7864	123.373	-2422348	20170219080000	http://filipinotimes.ae/news/2017/02/19/abused-hsw-not-paid-for-nine-years-by-kuwaiti-employers/
629055030	20170219	201702	2017	2017.1342											CHN	CHINESE	CHN								1	173	173	17	4	-5.0	2	1	2	-2.98507462686567	0								4	Guangfa, Hunan, China	CH	CH11	13140	25.6772	112.286	-1907078	4	Guangfa, Hunan, China	CH	CH11	13140	25.6772	112.286	-1907078	20170219080000	http://www.scmp.com/news/china/society/article/2072141/blind-customer-sues-chinese-bank-denying-him-credit-card
629055031	20170219	201702	2017	2017.1342											CHNBUS	CHINESE	CHN					BUS			1	173	173	17	4	-5.0	6	1	6	-2.98507462686567	0								4	Guangfa, Hunan, China	CH	CH11	13140	25.6772	112.286	-1907078	4	Guangfa, Hunan, China	CH	CH11	13140	25.6772	112.286	-1907078	20170219080000	http://www.scmp.com/news/china/society/article/2072141/blind-customer-sues-chinese-bank-denying-him-credit-card
629055032	20170219	201702	2017	2017.1342											CHRPRO	EPISCOPAL				CHR	PRO				0	042	042	04	1	1.9	2	1	2	-0.56818181818182	0								3	Episcopal Church, North Dakota, United States	US	USND		45.9511	-98.2512	1028895	3	Episcopal Church, North Dakota, United States	US	USND		45.9511	-98.2512	1028895	20170219080000	http://siouxcityjournal.com/ap/state/standing-rock-clergy-uses-faith-for-peaceful-protest/article_6727c734-e928-5692-8913-7c25f7b3cf06.html
629055033	20170219	201702	2017	2017.1342											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-8.07799442896936	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20170219080000	http://www.thesundaily.my/news/2166976
629055034	20170219	201702	2017	2017.1342											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-6.55737704918033	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20170219080000	http://nation.com.pk/national/19-Feb-2017/police-arrests-alleged-man-from-peshawar-islamabad-motorway
629055035	20170219	201702	2017	2017.1342											COP	POLICE						COP			1	145	145	14	3	-7.5	10	1	10	-8.51063829787234	0								0								0								20170219080000	http://thehitavada.com/Encyc/2017/2/19/Six-including-two-minors-arrested-for-thefts.aspx
629055036	20170219	201702	2017	2017.1342											CVL	SETTLEMENT						CVL			0	020	020	02	1	3.0	2	1	2	1.74418604651162	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	3	Chickasha, Oklahoma, United States	US	USOK	OK051	35.0526	-97.9364	1091277	20170219080000	http://newsok.com/article/5538542
629055037	20170219	201702	2017	2017.1342											CVL	NEIGHBORHOOD						CVL			0	036	036	03	1	4.0	10	1	10	2.6235509456986	0								3	Lake County, Montana, United States	US	USMT		47.6666	-114.084	1796943	3	Lake County, Montana, United States	US	USMT		47.6666	-114.084	1796943	20170219080000	http://www.valleyjournal.net/Events?StartDate=2/23/2017&EndDate=2/23/2017
629055038	20170219	201702	2017	2017.1342											CVL	POPULATION						CVL			0	040	040	04	1	1.0	10	1	10	0.05271481286242	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20170219080000	http://www.thecitizen.in/index.php/NewsDetail/index/7/9970/Majority-of-Muslim-Women-Support-Abolition-of-Triple-Talaq
629055039	20170219	201702	2017	2017.1342											CVL	SCIENTIST						CVL			0	051	051	05	1	3.4	3	1	3	3.18091451292247	0								4	Quang Th, Thanh HóM, Vietnam, Republic Of	VM	VM34	74220	19.95	105.433	-3727410	4	Quang Th, Thanh HóM, Vietnam, Republic Of	VM	VM34	74220	19.95	105.433	-3727410	20170219080000	http://english.vietnamnet.vn/fms/science-it/172940/pm-welcomes-nation-building-ideas-from-scientists-and-intellectuals.html
629055040	20170219	201702	2017	2017.1342											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	10	1	10	0.05271481286242	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20170219080000	http://www.thecitizen.in/index.php/NewsDetail/index/7/9970/Majority-of-Muslim-Women-Support-Abolition-of-Triple-Talaq
629055041	20170219	201702	2017	2017.1342											CVL	CITIZEN						CVL			0	100	100	10	3	-5.0	10	1	10	-5.8047493403694	0								4	Red River, Vietnam (general), Vietnam, Republic Of	VM	VM00	32589	20.2833	106.567	-3727729	4	Red River, Vietnam (general), Vietnam, Republic Of	VM	VM00	32589	20.2833	106.567	-3727729	20170219080000	http://english.vietnamnet.vn/fms/environment/172939/poor-management-of-alien-species-raises-alarm.html
629055042	20170219	201702	2017	2017.1342											DEU	MUNICH	DEU								1	040	040	04	1	1.0	2	1	2	-2.91970802919708	0								1	Kuwait	KU	KU		29.3375	47.6581	KU	1	Kuwait	KU	KU		29.3375	47.6581	KU	20170219080000	http://www.bna.bh/portal/en/news/771306
629055043	20170219	201702	2017	2017.1342											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	4	1	4	2.6235509456986	0								3	Ronan High School, Montana, United States	US	USMT		47.5305	-114.101	1796861	3	Ronan High School, Montana, United States	US	USMT		47.5305	-114.101	1796861	20170219080000	http://www.valleyjournal.net/Events?StartDate=2/23/2017&EndDate=2/23/2017
629055044	20170219	201702	2017	2017.1342											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	3	1	3	0.27272727272728	0								3	Northwestern University, Illinois, United States	US	USIL		42.0556	-87.6745	414709	3	Northwestern University, Illinois, United States	US	USIL		42.0556	-87.6745	414709	20170219080000	http://www.newsminer.com/features/sundays/becoming_alaskan/freedom-and-jack-london-draw-refugees-to-fairbanks/article_bda5272a-f57c-11e6-bb9e-9366f6a6db88.html
629055045	20170219	201702	2017	2017.1342											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	1	1	1	0.27272727272728	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20170219080000	http://www.newsminer.com/features/sundays/becoming_alaskan/freedom-and-jack-london-draw-refugees-to-fairbanks/article_bda5272a-f57c-11e6-bb9e-9366f6a6db88.html
629055046	20170219	201702	2017	2017.1342											EUR	EUROPEAN	EUR								1	112	112	11	3	-2.0	4	1	4	-5.67823343848581	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20170219080000	http://www.brusselstimes.com/eu-affairs/7550/marine-le-pen-submits-a-complaint-about-the-eu-s-anti-fraud-unit-in-brussels
629055047	20170219	201702	2017	2017.1342											EUR	EUROPEAN	EUR								1	112	112	11	3	-2.0	1	1	1	-5.67823343848581	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20170219080000	http://www.brusselstimes.com/eu-affairs/7550/marine-le-pen-submits-a-complaint-about-the-eu-s-anti-fraud-unit-in-brussels
629055048	20170219	201702	2017	2017.1342											GBR	SCOTLAND	GBR								1	020	020	02	1	3.0	20	2	20	-3.06725664133163	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20170219080000	http://www.mirror.co.uk/news/uk-news/dad-missing-corrie-mckeague-reveals-9848221
629055049	20170219	201702	2017	2017.1342											GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	6	1	6	1.03359173126615	0								4	Tur Langton, Leicestershire, United Kingdom	UK	UKH5	40124	52.5333	-0.933333	-2610312	4	Tur Langton, Leicestershire, United Kingdom	UK	UKH5	40124	52.5333	-0.933333	-2610312	20170219080000	http://www.stamfordmercury.co.uk/news/rural-business-network-chooses-change-agents-uk-as-its-charity-of-the-year-1-7825483
629055050	20170219	201702	2017	2017.1342											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	4	1	4	-3.2183908045977	0								4	Hillsborough, Sheffield, United Kingdom	UK	UKL9	40130	53.4	-1.51667	-2598735	4	Hillsborough, Sheffield, United Kingdom	UK	UKL9	40130	53.4	-1.51667	-2598735	20170219080000	http://www.dailyrecord.co.uk/news/politics/ukip-probably-been-need-new-9844479
629055051	20170219	201702	2017	2017.1342											GBR	SCOTLAND	GBR								1	042	042	04	1	1.9	20	2	20	-3.06725664133163	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20170219080000	http://www.mirror.co.uk/news/uk-news/dad-missing-corrie-mckeague-reveals-9848221
629055052	20170219	201702	2017	2017.1342											GBR	GLASGOW	GBR								1	042	042	04	1	1.9	10	1	10	5.09761388286334	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20170219080000	http://www.dailyrecord.co.uk/entertainment/celebrity/uks-favourite-trolley-collector-fame-9844675
629055053	20170219	201702	2017	2017.1342											GBR	GLASGOW	GBR								1	043	043	04	1	2.8	8	1	8	-5.12333965844403	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20170219080000	http://www.dailyrecord.co.uk/news/scottish-news/passengers-fury-after-easyjet-wont-9844296
629055054	20170219	201702	2017	2017.1342											GBR	SCOTLAND	GBR								0	043	043	04	1	2.8	20	2	20	-3.06725664133163	0								5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	5	Suffolk, Suffolk, United Kingdom	UK	UKN5	40132	52.1667	1	-2609091	20170219080000	http://www.mirror.co.uk/news/uk-news/dad-missing-corrie-mckeague-reveals-9848221
629055055	20170219	201702	2017	2017.1342											GBR	UNITED KINGDOM	GBR								1	050	050	05	1	3.5	2	1	2	-11.504424778761	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20170219080000	http://irishamerica.com/1992/02/february-19-1992/
629055056	20170219	201702	2017	2017.1342											GBR	UNITED KINGDOM	GBR								1	180	180	18	4	-9.0	2	1	2	-11.504424778761	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20170219080000	http://irishamerica.com/1992/02/february-19-1992/
629055057	20170219	201702	2017	2017.1342											GOV	EMBASSY						GOV			0	020	020	02	1	3.0	6	1	6	-3.55329949238579	0								4	Compostela, Cebu, Philippines	RP	RP21	24253	9.7864	123.373	-2422348	4	Compostela, Cebu, Philippines	RP	RP21	24253	9.7864	123.373	-2422348	20170219080000	http://filipinotimes.ae/news/2017/02/19/abused-hsw-not-paid-for-nine-years-by-kuwaiti-employers/
629055058	20170219	201702	2017	2017.1342											GOV	GOVERNMENT						GOV			0	0231	023	02	1	3.4	10	1	10	-1.2933968686181	0								4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20170219080000	http://www.premiumtimesng.com/news/headlines/223917-interview-doctors-public-hospitals-shouldnt-allowed-run-private-clinics-nma-president.html
629055059	20170219	201702	2017	2017.1342											GOV	ADVISORY BOARD						GOV			1	036	036	03	1	4.0	6	1	6	1.78926441351888	0								4	Qabala, Q?b?l?, Azerbaijan	AJ	AJ38	522	40.9814	47.8458	-2708201	4	Batumi, Ajaria**, Georgia	GG	GG04	16458	41.6423	41.6339	-2326229	20170219080000	http://www.travelbizmonitor.com/Top-Stories/flydubai-to-operate-flights-to-batumi-qabala--tivat-from-junesept-2017-32723
629055060	20170219	201702	2017	2017.1342											GOV	MINIST						GOV			0	040	040	04	1	1.0	10	1	10	-5.8047493403694	0								4	Red River, Vietnam (general), Vietnam, Republic Of	VM	VM00	32589	20.2833	106.567	-3727729	4	Red River, Vietnam (general), Vietnam, Republic Of	VM	VM00	32589	20.2833	106.567	-3727729	20170219080000	http://english.vietnamnet.vn/fms/environment/172939/poor-management-of-alien-species-raises-alarm.html
629055061	20170219	201702	2017	2017.1342											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	1	1	1	-2.63157894736842	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20170219080000	http://topyaps.com/sania-slams-media
629055062	20170219	201702	2017	2017.1342											GOV	ADVISORY BOARD						GOV			1	042	042	04	1	1.9	6	1	6	1.78926441351888	0								1	Montenegro	MJ	MJ		42.5	19.3	MJ	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20170219080000	http://www.travelbizmonitor.com/Top-Stories/flydubai-to-operate-flights-to-batumi-qabala--tivat-from-junesept-2017-32723
629055063	20170219	201702	2017	2017.1342											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	1	1	1	-2.63157894736842	0								1	Qatar	QA	QA		25.5	51.25	QA	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20170219080000	http://topyaps.com/sania-slams-media
629055064	20170219	201702	2017	2017.1342											GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	6	1	6	-2.63157894736842	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20170219080000	http://topyaps.com/sania-slams-media
